№;school;grade;sex;variant;short;entire;speaking;initial;final;min
520;136;11;Ж;345;++++-+--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
521;136;11;Ж;347;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
522;136;11;Ж;343;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
523;136;13;Ж;104;+++-+--+-++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
524;136;11;М;338;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
525;136;11;М;337;--+-++-++++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
526;136;11;Ж;345;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
527;136;11;Ж;340;+++-+-+++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
528;136;11А;Ж;344;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
529;136;11А;Ж;341;-++++-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
530;136;13;Ж;502;++++++-----+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
531;136;11М;Ж;348;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
532;136;11;М;347;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
533;136;11;М;338;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
534;136;11;Ж;341;+++-+++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
535;136;11;М;345;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
536;136;11;Ж;341;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
537;136;11;Ж;340;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
538;136;11;М;341;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
539;136;11;Ж;343;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
540;136;11;Ж;347;+-++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
541;136;13;М;503;++--++--+-++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
542;136;11;М;338;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
543;136;11;Ж;339;+++-++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
544;136;11;Ж;340;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
545;136;11;Ж;346;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
546;136;11;Ж;345;+++++---+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
547;136;11;Ж;346;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
548;136;11;Ж;337;+++-+---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
549;136;11;М;339;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
550;136;11;Ж;338;++++-+--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
551;136;11;Ж;348;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
552;136;11;М;339;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
553;136;13;Ж;504;++++++-----+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
554;136;11;Ж;348;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
555;136;11;М;339;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
556;136;11;М;347;++-+++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
557;136;11;М;339;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
558;136;13;Ж;503;+++-++-+---+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
559;136;11;М;337;+++-++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
560;136;11;М;346;++++++---+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
561;136;11А;Ж;346;-++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
562;136;11Б;Ж;345;+-++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
563;136;11Б;М;341;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
564;136;11А;Ж;339;+++-+++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
565;136;11;М;343;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
566;136;11;Ж;347;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
567;136;13;М;102;+++-++-+--+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
568;136;11;М;348;++++---+-+-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
569;136;11;М;345;++++---++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
570;136;11А;Ж;339;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
571;136;11А;М;348;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
572;136;11А;Ж;345;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
573;136;11Б;Ж;338;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
574;136;13;М;501;+++-++----+-;0(2)0(2)0(2)0(3)0(3)0(4)1(4);;7;33;27
575;136;11А;Ж;339;--+++++-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
576;136;11А;Ж;341;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
577;136;11А;Ж;346;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
578;136;11В;Ж;504;+++++-++----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
579;136;11Б;М;341;++++++---+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
580;136;11;М;345;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
581;136;11;М;342;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
582;136;11;М;344;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
583;136;11;Ж;339;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
584;136;11;М;341;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
585;136;11;М;346;-+++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
586;136;11;Ж;338;++++-+--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
587;136;13;Ж;105;-++-++++----;0(2)1(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
588;136;11;Ж;337;-+++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
589;136;11;Ж;343;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
590;136;11;М;341;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
591;136;13;Ж;104;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
592;136;12Б;М;340;++-+++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
593;136;12Б;М;339;+++-++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
594;136;11;М;342;-+++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
595;136;11;Ж;344;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
596;136;13;Ж;505;+++-+-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)1(4);;7;33;27
597;137;11;М;341;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
598;137;11;М;343;+++-++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
599;137;11;М;339;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
600;137;11Б;Ж;338;-++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
601;137;11Б;Ж;338;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
602;137;11А;М;341;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
603;121;11;Ж;346;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
604;121;11;Ж;341;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
605;121;11;Ж;343;++-+++--++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
606;121;11;М;338;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
607;121;13;М;106;-++++--++++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
608;122;11;Ж;338;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
609;122;11;М;348;++++++--+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
610;122;11;Ж;341;+++++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
611;122;11;Ж;343;++++++--+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
612;122;13;Ж;501;++++++-+---+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
613;122;11;М;505;++--+++++---;0(2)0(2)0(2)0(3)0(3)0(4)1(4);;8;39;27
614;122;11;Ж;340;++++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
615;122;11;М;340;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
616;122;11;М;341;++++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
617;122;11;Ж;338;+++++-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
618;123;11;М;339;+++++---+-++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
619;123;11;Ж;341;++-+-++-+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
620;123;11;Ж;342;-+++++-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
621;123;11;М;338;+++++---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
622;123;13;М;102;++++++---+-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
623;123;11;М;340;-+++++-++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
624;123;11;Ж;344;+++++-+++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
625;123;11;Ж;346;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
626;123;11;Ж;337;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
627;123;11;М;342;+-++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
628;123;11;М;338;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
629;123;11;М;345;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
630;123;11;Ж;345;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
631;123;11;Ж;337;+++++---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
632;123;11;М;340;-++-+++-+-++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
633;123;11;М;342;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
634;123;11;М;348;-+++-+-++-++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
635;123;13;М;106;++++++--+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
636;123;11;М;340;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
637;124;11;Ж;345;+--++++++--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
638;124;11;Ж;343;++++--+++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
639;125;11Б;Ж;348;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
640;125;11А;М;347;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
641;125;11А;Ж;337;++-+++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
642;125;11А;М;342;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
643;125;11А;М;337;+-++++-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
644;125;11Б;М;346;+-++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
645;125;11;М;348;+++++--++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
646;125;11;М;345;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
647;125;11;М;342;+++-+-+-+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
648;126;11;М;342;-+++--+-++--;2(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
649;126;11;Ж;341;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
650;126;11;М;342;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
651;126;11;Ж;347;-+++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
652;126;11;Ж;348;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
653;126;11;М;338;++++++--+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
654;126;11;М;337;++--++-+++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
655;126;11;Ж;337;++-+++-+-+-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
656;126;11;Ж;345;+++++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
657;126;11;М;340;++++-+--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
658;126;11;Ж;340;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
659;127;11;М;341;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
660;127;11;Ж;346;++++-+--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
661;127;11;Ж;339;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
662;127;11;Ж;348;+-+++++-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
663;127;11;Ж;339;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
664;127;11;М;337;-+++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
665;127;11;Ж;339;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
666;127;11А;Ж;343;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
667;127;11;Ж;342;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
668;127;11;Ж;339;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
669;127;11;Ж;348;-+++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
670;127;11;Ж;342;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
671;127;11;Ж;338;++++-+--++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
672;127;11;Ж;348;+++++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
673;127;11;Ж;345;+++++-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
674;127;11;М;346;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
675;127;11;М;343;+++++-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
676;127;13;М;106;+++-+--+-+++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
677;128;11;М;347;+++++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
678;128;11;Ж;343;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
679;128;11;М;339;++++-+-++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
680;128;11;Ж;337;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
681;128;11;М;346;+++++---+-++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
682;128;11;Ж;337;++-++---++++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
683;128;11;Ж;340;-+++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
684;128;11;Ж;348;++++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
685;128;11;М;344;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
686;128;11;Ж;342;+++++---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
687;128;11;Ж;344;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
688;128;11;М;345;++++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
689;128;11;Ж;347;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
690;128;11;Ж;345;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
691;128;11;М;342;++++-++++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
692;128;11;М;343;+++++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
693;128;11;Ж;338;++++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
694;128;11;М;345;++++-+-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
695;128;11;Ж;342;+++++---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
696;128;11;Ж;342;-++++--++++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
697;128;11;Ж;343;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
698;128;11;М;345;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
699;129;11;М;345;++++--++++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
700;129;13;М;505;+++++-++----;0(2)0(2)0(2)0(3)0(3)0(4)1(4);;8;39;27
701;129;11;Ж;345;+++++-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
702;129;11;М;340;+++--+-++-++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
703;129;11;Ж;341;++++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
704;129;11;Ж;342;++++----++++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
705;129;11;Ж;347;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
706;130;11;Ж;342;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
707;130;11;М;344;+++++---+--+;0(2)0(2)1(2)0(3)0(3)0(4)0(4);;8;39;27
708;130;11;М;340;++++-+--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
709;131;11;М;340;++++--++++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
710;131;11;Ж;343;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
711;131;11;Ж;342;+++++---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
712;131;11;М;341;++++-+-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
713;131;11;Ж;347;-+++++-++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
714;132;11;Ж;343;+++++-+++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
715;132;11;М;339;+++++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
716;132;11;Ж;346;++++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
717;132;11;Ж;344;+++++-+-+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
718;132;11;М;341;+++++--++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
719;132;11;Ж;345;++-+++-++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
720;132;11;Ж;347;+++++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
721;132;11;М;348;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
722;132;11;Ж;345;+++--+-++++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
723;132;11;М;341;+++-++-++--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
724;132;11;М;338;++-+++-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
725;133;11;Ж;347;+-+++++-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
726;133;11;Ж;344;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
727;133;11;М;344;+-+++++-+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
728;133;11;М;339;+-+++--+++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
729;133;11;М;339;-+++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
730;133;13;М;105;+++++--+-+-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
731;133;11;М;340;++++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
732;133;11;Ж;338;++++-+-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
733;134;11;Ж;347;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
734;135;11;М;348;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
735;135;11;Ж;345;+++++---++--;1(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
736;135;11;Ж;344;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
737;135;11;Ж;338;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
738;135;11;М;338;+++++-+-+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
739;135;11;М;346;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
740;135;11;Ж;337;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
741;135;11;Ж;338;+++-++-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
742;135;11;М;341;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
743;135;11;Ж;342;+++++---++--;1(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
744;135;11;Ж;339;+-++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
745;135;11;М;347;++-+++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
746;135;11;Ж;339;+++++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
747;135;11;М;341;++++++---++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
748;135;11;Ж;345;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
749;135;11;Ж;345;++++-++-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
750;135;11;Ж;339;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
751;135;11;Ж;347;+-++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
752;135;11;Ж;341;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
753;135;11;М;337;-+++++--++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
754;136;11;Ж;342;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
755;136;11;М;344;++++++--+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
756;136;11;Ж;347;+++++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
757;136;11;Ж;348;++++++--+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
758;136;11;Ж;346;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
759;136;11;Ж;347;++-+++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
760;136;11;Ж;338;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
761;136;11;М;339;++-++--++++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
762;136;13;М;103;++++---+++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
763;136;11;М;338;++++-+-++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
764;136;11;Ж;346;++++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
765;136;11А;М;337;++-+++-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
766;136;11А;Ж;342;+++++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
767;136;11М;Ж;346;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
768;136;11А;Ж;344;-++++++-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
769;136;11М;Ж;337;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
770;136;11М;Ж;346;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
771;136;11М;Ж;348;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
772;136;11М;М;337;-++++++-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
773;136;11А;М;342;+++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
774;136;11;Ж;343;+++++-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
775;136;11;М;344;++++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;8;39;27
